instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,weather_desc,weather_description
15889,,4,1,10,17,0,2,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.3,0.2879,0.87,0.2239,19,105,124,Light Snow/Rain,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
15890,,4,1,10,18,0,2,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.3,0.303,0.87,0.1343,4,139,143,Light Snow/Rain,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
15891,,4,1,10,19,0,2,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.5,0.4848,0.68,0.194,6,109,115,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15892,,4,1,10,20,0,2,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.3,0.2879,0.81,0.194,5,76,81,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15893,,4,1,10,21,0,2,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.3,0.3182,0.87,0.1045,4,60,64,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15894,,4,1,10,22,0,2,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.3,0.303,0.81,0.1343,2,64,66,Clear,"Clear, Few clouds, Partly cloudy"
15895,,4,1,10,23,0,2,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.3,0.303,0.81,0.1343,3,36,39,Clear,"Clear, Few clouds, Partly cloudy"
15896,,4,1,10,0,0,3,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.3,0.3182,0.81,0.1045,0,16,16,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15897,,4,1,10,1,0,3,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.3,0.3182,0.81,0.0896,0,8,8,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15898,,4,1,10,2,0,3,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.3,0.303,0.81,0.1343,0,7,7,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15899,,4,1,10,3,0,3,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.3,0.3182,0.81,0.1045,0,3,3,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15900,,4,1,10,4,0,3,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.3,0.2879,0.87,0.194,0,5,5,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15901,,4,1,10,5,0,3,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.3,0.303,0.81,0.1343,0,24,24,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15902,,4,1,10,6,0,3,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.3,0.303,0.81,0.1642,0,116,116,Clear,"Clear, Few clouds, Partly cloudy"
15903,,4,1,10,7,0,3,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.3,0.303,0.87,0.1343,3,334,337,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15904,,4,1,10,8,0,3,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.32,0.3333,0.81,0.1343,6,615,621,Clear,"Clear, Few clouds, Partly cloudy"
15905,,4,1,10,9,0,3,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.34,0.3333,0.76,0.1343,17,280,297,Clear,"Clear, Few clouds, Partly cloudy"
15906,,4,1,10,10,0,3,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.36,0.3333,0.71,0.2836,21,147,168,Clear,"Clear, Few clouds, Partly cloudy"
15907,,4,1,10,11,0,3,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.36,0.3485,0.66,0.2239,37,152,189,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15908,,4,1,10,12,0,3,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.4,0.4091,0.58,0.194,44,197,241,Clear,"Clear, Few clouds, Partly cloudy"
15909,,4,1,10,13,0,3,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.42,0.4242,0.5,0.2239,22,191,213,Clear,"Clear, Few clouds, Partly cloudy"
15910,,4,1,10,14,0,3,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.42,0.4242,0.5,0.2239,45,179,224,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15911,,4,1,10,15,0,3,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.42,0.4242,0.54,0.1642,33,197,230,Clear,"Clear, Few clouds, Partly cloudy"
15912,,4,1,10,16,0,3,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.42,0.4242,0.54,0.2239,51,373,424,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15913,,4,1,10,17,0,3,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.4,0.4091,0.58,0.1642,39,684,723,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15914,,4,1,10,18,0,3,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.4,0.4091,0.58,0.1642,28,556,584,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15915,,4,1,10,19,0,3,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.4,0.4091,0.5,0.194,27,383,410,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15916,,4,1,10,20,0,3,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.4,0.4091,0.5,0.194,9,259,268,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15917,,4,1,10,21,0,3,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.4,0.4091,0.5,0.194,12,180,192,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15918,,4,1,10,22,0,3,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.36,0.3485,0.57,0.1343,18,147,165,Clear,"Clear, Few clouds, Partly cloudy"
15919,,4,1,10,23,0,3,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.36,0.3636,0.57,0.0896,7,94,101,Clear,"Clear, Few clouds, Partly cloudy"
15920,,4,1,11,0,0,4,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.36,0.3636,0.57,0.0896,8,52,60,Clear,"Clear, Few clouds, Partly cloudy"
15921,,4,1,11,1,0,4,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.3,0.3182,0.75,0.1045,8,22,30,Clear,"Clear, Few clouds, Partly cloudy"
15922,,4,1,11,2,0,4,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.32,0.3333,0.66,0.1343,10,10,20,Clear,"Clear, Few clouds, Partly cloudy"
15923,,4,1,11,3,0,4,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.34,0.3333,0.61,0.1343,5,10,15,Clear,"Clear, Few clouds, Partly cloudy"
15924,,4,1,11,4,0,4,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.34,0.3485,0.66,0.1045,2,8,10,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15925,,4,1,11,5,0,4,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.34,0.3333,0.66,0.1343,1,39,40,Clear,"Clear, Few clouds, Partly cloudy"
15926,,4,1,11,6,0,4,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.34,0.3333,0.61,0.1642,2,146,148,Clear,"Clear, Few clouds, Partly cloudy"
15927,,4,1,11,7,0,4,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.36,0.3485,0.57,0.1642,6,414,420,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15928,,4,1,11,8,0,4,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.36,0.3788,0.56,0.1045,12,668,680,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15929,,4,1,11,9,0,4,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.36,0.3636,0.57,0.1045,21,310,331,Light Snow/Rain,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
15930,,4,1,11,10,0,4,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.36,0.3485,0.62,0.194,13,133,146,Light Snow/Rain,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
15931,,4,1,11,11,0,4,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.36,0.3485,0.62,0.194,14,156,170,Light Snow/Rain,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
15932,,4,1,11,12,0,4,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.38,0.3939,0.62,0.1642,23,198,221,Light Snow/Rain,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
15933,,4,1,11,13,0,4,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.4,0.4091,0.58,0.1642,49,199,248,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15934,,4,1,11,14,0,4,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.4,0.4091,0.5,0.2239,31,154,185,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15935,,4,1,11,15,0,4,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.4,0.4091,0.54,0.1642,35,179,214,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15936,,4,1,11,16,0,4,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.4,0.4091,0.54,0.1642,31,313,344,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15937,,4,1,11,17,0,4,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.4,0.4091,0.5,0.2239,37,652,689,Light Snow/Rain,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
15938,,4,1,11,18,0,4,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.4,0.4091,0.5,0.1642,50,628,678,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15939,,4,1,11,19,0,4,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.4,0.4091,0.5,0.1642,28,424,452,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15940,,4,1,11,20,0,4,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.38,0.3939,0.54,0.2537,16,280,296,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15941,,4,1,11,21,0,4,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.38,0.3939,0.54,0.1343,29,238,267,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15942,,4,1,11,22,0,4,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.36,0.3485,0.57,0.1642,27,175,202,Clear,"Clear, Few clouds, Partly cloudy"
15943,,4,1,11,23,0,4,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.34,0.3333,0.57,0.1642,8,112,120,Clear,"Clear, Few clouds, Partly cloudy"
15944,,4,1,11,0,0,5,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.34,0.3333,0.57,0.1642,10,40,50,Clear,"Clear, Few clouds, Partly cloudy"
15945,,4,1,11,1,0,5,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.32,0.3182,0.66,0.1642,5,19,24,Clear,"Clear, Few clouds, Partly cloudy"
15946,,4,1,11,2,0,5,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.32,0.3182,0.66,0.1642,3,7,10,Clear,"Clear, Few clouds, Partly cloudy"
15947,,4,1,11,3,0,5,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.3,0.303,0.7,0.1642,0,3,3,Clear,"Clear, Few clouds, Partly cloudy"
15948,,4,1,11,4,0,5,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.3,0.3182,0.7,0.1045,1,6,7,Clear,"Clear, Few clouds, Partly cloudy"
15949,,4,1,11,5,0,5,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.32,0.3182,0.66,0.1642,1,25,26,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15950,,4,1,11,6,0,5,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.3,0.303,0.7,0.1642,2,120,122,Clear,"Clear, Few clouds, Partly cloudy"
15951,,4,1,11,7,0,5,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.3,0.303,0.7,0.1343,8,349,357,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15952,,4,1,11,8,0,5,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.32,0.3333,0.57,0.1045,31,656,687,Clear,"Clear, Few clouds, Partly cloudy"
15953,,4,1,11,9,0,5,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.34,0.3485,0.53,0.1045,27,355,382,Clear,"Clear, Few clouds, Partly cloudy"
15954,,4,1,11,10,0,5,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.38,0.3939,0.46,0.2985,21,183,204,Clear,"Clear, Few clouds, Partly cloudy"
15955,,4,1,11,11,0,5,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.42,0.4242,0.41,0.4179,42,179,221,Clear,"Clear, Few clouds, Partly cloudy"
15956,,4,1,11,12,0,5,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.42,0.4242,0.41,0.3582,52,240,292,Clear,"Clear, Few clouds, Partly cloudy"
15957,,4,1,11,13,0,5,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.4,0.4091,0.43,0.3582,64,230,294,Clear,"Clear, Few clouds, Partly cloudy"
15958,,4,1,11,14,0,5,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.4,0.4091,0.4,0.4925,63,199,262,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15959,,4,1,11,15,0,5,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.4,0.4091,0.4,0.4179,51,255,306,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15960,,4,1,11,16,0,5,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.38,0.3939,0.4,0.3284,48,373,421,Clear,"Clear, Few clouds, Partly cloudy"
15961,,4,1,11,17,0,5,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.38,0.3939,0.4,0.3284,57,581,638,Clear,"Clear, Few clouds, Partly cloudy"
15962,,4,1,11,18,0,5,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.38,0.3939,0.43,0.3284,32,490,522,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15963,,4,1,11,19,0,5,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.38,0.3939,0.43,0.2985,38,336,374,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15964,,4,1,11,20,0,5,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.36,0.3333,0.46,0.4179,14,207,221,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15965,,4,1,11,21,0,5,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.36,0.3333,0.46,0.3582,23,133,156,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15966,,4,1,11,22,0,5,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.36,0.3333,0.46,0.2537,14,135,149,Clear,"Clear, Few clouds, Partly cloudy"
15967,,4,1,11,23,0,5,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.34,0.303,0.53,0.2985,11,108,119,Clear,"Clear, Few clouds, Partly cloudy"
15968,,4,1,11,0,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.34,0.3333,0.53,0.1642,9,99,108,Clear,"Clear, Few clouds, Partly cloudy"
15969,,4,1,11,1,0,6,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.34,0.303,0.49,0.3284,6,83,89,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15970,,4,1,11,2,0,6,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.34,0.3182,0.49,0.2537,10,36,46,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15971,,4,1,11,3,0,6,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.34,0.3182,0.49,0.2537,6,22,28,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15972,,4,1,11,4,0,6,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.32,0.303,0.49,0.2985,8,8,16,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15973,,4,1,11,5,0,6,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.32,0.303,0.49,0.2537,1,8,9,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15974,,4,1,11,6,0,6,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.32,0.3182,0.49,0.194,4,17,21,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15975,,4,1,11,7,0,6,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.32,0.303,0.49,0.2537,1,58,59,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15976,,4,1,11,8,0,6,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.34,0.303,0.46,0.2985,10,132,142,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15977,,4,1,11,9,0,6,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.34,0.303,0.49,0.2985,31,188,219,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15978,,4,1,11,10,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.36,0.3333,0.46,0.3881,68,260,328,Clear,"Clear, Few clouds, Partly cloudy"
15979,,4,1,11,11,0,6,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.36,0.3333,0.46,0.3881,56,284,340,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15980,,4,1,11,12,0,6,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.36,0.3182,0.46,0.4627,74,320,394,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15981,,4,1,11,13,0,6,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.36,0.3333,0.46,0.3582,110,339,449,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15982,,4,1,11,14,0,6,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.36,0.3333,0.5,0.3284,136,319,455,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15983,,4,1,11,15,0,6,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.36,0.3182,0.46,0.4478,117,331,448,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15984,,4,1,11,16,0,6,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.36,0.3333,0.46,0.3284,108,292,400,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15985,,4,1,11,17,0,6,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.36,0.3333,0.46,0.2985,112,298,410,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15986,,4,1,11,18,0,6,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.36,0.3333,0.46,0.2836,58,239,297,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
15987,,4,1,11,19,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.36,0.3485,0.5,0.1642,22,217,239,Clear,"Clear, Few clouds, Partly cloudy"
15988,,4,1,11,20,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.34,0.3333,0.53,0.1343,23,158,181,Clear,"Clear, Few clouds, Partly cloudy"
15989,,4,1,11,21,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.34,0.3485,0.53,0.1045,31,135,166,Clear,"Clear, Few clouds, Partly cloudy"
15990,,4,1,11,22,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.32,0.3333,0.57,0.1045,13,133,146,Clear,"Clear, Few clouds, Partly cloudy"
15991,,4,1,11,23,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.32,0.3333,0.57,0.1045,15,133,148,Clear,"Clear, Few clouds, Partly cloudy"
15992,,4,1,11,0,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.3,0.3182,0.61,0.1045,5,97,102,Clear,"Clear, Few clouds, Partly cloudy"
15993,,4,1,11,1,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.26,0.2879,0.81,0.0896,26,139,165,Clear,"Clear, Few clouds, Partly cloudy"
15994,,4,1,11,2,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.3,0.3333,0.65,0.0,6,31,37,Clear,"Clear, Few clouds, Partly cloudy"
15995,,4,1,11,3,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.28,0.2879,0.61,0.1045,1,10,11,Clear,"Clear, Few clouds, Partly cloudy"
15996,,4,1,11,4,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.26,0.2727,0.65,0.1343,2,7,9,Clear,"Clear, Few clouds, Partly cloudy"
15997,,4,1,11,5,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.26,0.2727,0.65,0.1045,0,5,5,Clear,"Clear, Few clouds, Partly cloudy"
15998,,4,1,11,6,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.28,0.2879,0.61,0.1343,2,14,16,Clear,"Clear, Few clouds, Partly cloudy"
15999,,4,1,11,7,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.26,0.2727,0.65,0.1045,11,39,50,Clear,"Clear, Few clouds, Partly cloudy"
16000,,4,1,11,8,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.3,0.303,0.56,0.1343,34,115,149,Clear,"Clear, Few clouds, Partly cloudy"
16001,,4,1,11,9,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.32,0.3333,0.53,0.0,56,161,217,Clear,"Clear, Few clouds, Partly cloudy"
16002,,4,1,11,10,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.34,0.3333,0.49,0.194,73,287,360,Clear,"Clear, Few clouds, Partly cloudy"
16003,,4,1,11,11,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.38,0.3939,0.46,0.2239,134,311,445,Clear,"Clear, Few clouds, Partly cloudy"
16004,,4,1,11,12,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.38,0.3939,0.46,0.2239,150,354,504,Clear,"Clear, Few clouds, Partly cloudy"
16005,,4,1,11,13,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.4,0.4091,0.43,0.2239,122,371,493,Clear,"Clear, Few clouds, Partly cloudy"
16006,,4,1,11,14,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.4,0.4091,0.4,0.194,149,360,509,Clear,"Clear, Few clouds, Partly cloudy"
16007,,4,1,11,15,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.4,0.4091,0.4,0.2239,149,300,449,Clear,"Clear, Few clouds, Partly cloudy"
16008,,4,1,11,16,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.4,0.4091,0.4,0.3284,119,316,435,Clear,"Clear, Few clouds, Partly cloudy"
16009,,4,1,11,17,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.36,0.3485,0.43,0.194,57,270,327,Clear,"Clear, Few clouds, Partly cloudy"
16010,,4,1,11,18,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.36,0.3485,0.43,0.2239,31,206,237,Clear,"Clear, Few clouds, Partly cloudy"
16011,,4,1,11,19,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.36,0.3333,0.43,0.2537,24,203,227,Clear,"Clear, Few clouds, Partly cloudy"
16012,,4,1,11,20,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.32,0.2879,0.53,0.3582,7,134,141,Clear,"Clear, Few clouds, Partly cloudy"
16013,,4,1,11,21,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.3,0.2727,0.52,0.2985,16,71,87,Clear,"Clear, Few clouds, Partly cloudy"
16014,,4,1,11,22,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.3,0.2879,0.52,0.2836,15,64,79,Clear,"Clear, Few clouds, Partly cloudy"
16015,,4,1,11,23,0,0,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.3,0.303,0.56,0.1642,12,41,53,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
16016,,4,1,11,0,0,1,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.3,0.2879,0.56,0.194,3,20,23,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
16017,,4,1,11,1,0,1,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.3,0.303,0.56,0.1642,0,8,8,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
16018,,4,1,11,2,0,1,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.3,0.303,0.56,0.1642,2,4,6,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
